RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,target
80824,5409,117961,118343,119993,118321,240983,290919,118322,1
20364,15887,117961,118052,120356,123737,305057,118960,123738,1
3661,2061,117961,118327,120383,118641,306399,118643,118644,1
29100,15541,118573,118574,118556,280788,162667,292795,119082,1
18913,19051,117929,117930,117884,117879,117886,19721,117880,1
38469,13401,117980,118076,117920,120132,144303,120134,120135,1
20115,21824,117961,118446,118684,118321,117906,290919,118322,1
13878,73001,117910,118855,117884,117879,117886,19721,117880,1
3003,3005,117961,118413,118481,118784,117906,290919,118786,1
37737,58494,117918,117919,118483,117879,121445,19721,117880,1
42233,13671,117961,118327,118744,120690,120691,290919,120692,1
75078,4850,91261,118026,118027,119529,258424,119006,119531,1
80212,1409,117961,118300,118437,118321,117906,290919,118322,1
34974,15412,117961,118343,119993,119849,310589,118638,119851,1
79092,27222,117961,118327,123901,118636,310589,118638,118639,0
6977,4567,117961,118300,118514,117905,287351,290919,117908,1
31441,158757,120342,120343,118395,118396,266864,118398,118399,1
27082,4820,117961,118343,123454,119928,310608,118331,119929,1
20222,15581,118256,118257,117945,280788,280788,292795,119082,1
15064,15214,117902,118041,121678,118028,281445,117887,118030,1
25883,1958,118550,118551,118378,119192,300603,119184,119194,1
34345,36144,117961,118300,124816,118685,126297,308574,118687,1
31183,4046,117961,117962,118352,117905,117906,290919,117908,1
42694,16971,117961,118343,119993,120516,310589,120518,120519,1
706,54684,117961,117962,118910,118685,137802,308574,118687,1
80769,7525,117961,118225,120551,118784,147114,290919,118786,1
80897,6999,117961,118343,121747,1.18E+05,117906,290919,118322,1
28361,16244,117961,118327,120318,117905,117906,290919,117908,1
3003,19642,117961,118413,118481,118777,270977,308574,118779,1
40867,17460,117961,118052,118867,119928,310608,118331,119929,1
80174,16816,117961,118300,119984,120647,311441,118398,120649,1
20364,5659,117961,118300,124725,118321,117906,290919,118322,1
28550,76530,118003,118004,117878,117899,117879,19721,117900,1
28294,23347,117961,118052,119408,118685,279443,308574,118687,1
20739,93720,118219,118220,117920,117899,303830,19721,117900,1
35376,112659,118315,118463,123656,118321,117906,290919,118322,1
31232,20440,117890,117891,117878,118568,292195,19721,118570,1
95216,7014,117961,118446,119961,118278,118260,290919,118279,1
34714,1088,117961,118327,119830,118321,117906,290919,118322,1
27124,2210,117961,118052,118378,1.19E+05,300603,119184,1.19E+05,1
21811,71189,117961,118386,128823,118259,125206,290919,118261,1
73129,21623,117961,117969,118970,118396,300044,118398,118399,1
42870,5228,119596,119597,168533,120789,301124,118424,120791,0
15701,2221,118670,118671,117878,119192,135350,119184,119194,1
14570,21083,118106,118107,117941,118568,129105,19721,118570,1
972,4375,117961,118343,120347,307024,132719,118331,118332,1
91819,278563,118602,118603,117941,118568,118568,19721,118570,0
33146,1600,117961,118327,118507,118890,311441,118398,118892,1
20293,46716,117929,117930,117941,117885,117913,117887,117888,1
31044,8074,117961,118300,119181,117905,240983,290919,117908,1
20293,51095,117926,118124,118344,179731,149488,117887,117973,0
18339,16557,117961,118327,120318,118321,117906,290919,118322,1
973,61016,119596,119597,119703,118912,174408,118424,118914,1
79323,17128,117961,118300,119984,118396,233714,118398,118399,1
16329,14789,117961,118327,127470,118321,117906,290919,118322,1
31604,2014,117961,117962,117904,119949,311441,290919,119951,1
79851,7287,117961,117962,119223,119962,168365,118205,119964,1
18418,3970,117961,118300,118458,118054,118054,117887,118055,1
115831,57625,121005,121006,128742,118811,310825,19793,118813,1
18913,27872,118090,118091,117912,117879,117886,19721,117880,1
34808,139593,118573,118574,119781,119782,159510,119784,119785,1
996,3043,117961,118413,118481,1.18E+05,240983,290919,1.18E+05,1
40867,15886,117961,118052,120356,120357,310997,118424,120359,1
34075,221,117961,118413,120370,118321,118448,290919,118322,1
917,3077,117961,118300,120312,118361,118362,118363,118364,1
27356,16573,117961,117969,6725,159677,159678,159679,159680,1
75047,7084,117961,118386,121961,117905,117906,290919,117908,1
79296,7445,117961,118343,122299,118054,305057,117887,118055,1
41465,6278,117961,118343,118437,117905,117906,290919,117908,1
23096,71189,117961,118386,121883,118278,125206,290919,118279,1
25098,2003,118441,118442,118378,118054,121603,117887,118055,1
75901,4857,117961,118343,119598,118834,127160,118424,118836,1
38960,3656,117961,118300,118631,118924,153285,118667,118926,1
38124,91412,118953,118954,117920,117879,117886,19721,117880,0
35043,4698,117961,117962,118352,118321,290919,290919,118322,1
278393,33266,216705,119256,129526,119849,160290,118638,119851,1
75834,118619,117961,118343,119142,118784,147114,290919,118786,1
3130,3245,117961,118300,121216,119743,132775,3130,119745,1
26410,3936,117943,117944,117945,118274,299258,292795,118276,1
39146,22458,117961,117962,120677,307024,306404,118331,118332,1
43312,72988,117910,118855,117941,118568,135898,19721,118570,1
5112,120114,118725,118726,119076,1.18E+05,124426,118424,1.18E+05,1
41576,3881,117961,118343,118514,118321,117906,290919,118322,1
70202,20818,119062,119063,124211,118321,117906,290919,118322,1
77300,23338,117961,118052,122392,120097,174445,270488,120099,1
76415,4659,117961,118225,120663,118321,117906,290919,118322,1
32997,2270,117961,118413,120584,118958,118959,118960,118961,1
44644,50997,117961,118052,120539,118321,118448,290919,118322,1
23921,2837,118887,118888,118631,118422,163805,118424,118425,1
3853,873,117961,118413,120526,1.18E+05,118448,290919,118322,1
34924,1540,117961,118343,123125,122022,270994,119221,122024,1
23990,13818,117961,118327,120171,118396,152795,118398,118399,1
23990,4335,119134,119135,118660,118293,118302,118295,118296,1
23990,3085,117961,118300,125821,118834,251171,118424,118836,1
27269,8026,117961,118386,118746,117905,117906,290919,117908,1
79814,50967,118990,118991,118992,118259,118260,290919,118261,1
79141,55268,91261,118026,119507,117905,117906,290919,117908,1
22333,141,117961,118225,122273,118321,117906,290919,118322,1
35940,7426,117961,118225,119238,122849,120324,119095,122850,1
5906,5909,117961,118446,16232,118784,117906,290919,118786,1
17226,70264,117961,118343,118437,118523,306404,118331,118525,1
17849,13330,117961,118446,119969,123082,166884,19793,123084,1
4675,51172,117961,118225,120551,120690,120691,290919,120692,1
79141,17654,117961,121019,118053,118054,118054,117887,118055,1
4675,5919,117961,118446,16232,118321,117906,290919,118322,1
75834,3692,117961,118413,126229,1.18E+05,117906,290919,118322,1
79311,30523,117961,118343,119984,123067,269406,118398,123068,1
27416,53481,117916,117917,117884,117879,117886,19721,117880,0
27750,7491,117961,118300,119181,118784,118785,290919,118786,1
35531,57757,117961,118343,142038,118321,117906,290919,118322,1
31441,14800,117961,117962,118352,118784,117906,290919,118786,1
75834,3187,117961,118343,119142,122022,137489,119221,122024,1
14910,873,117961,118413,120526,118784,152747,290919,118786,1
42093,2908,117961,118343,118979,118834,133686,118424,118836,1
81364,74910,91261,118026,118317,118259,118260,290919,118261,1
77178,3225,117961,118327,118929,117905,117906,290919,117908,1
33054,140260,118163,119075,119076,118834,311236,118424,118836,1
42085,3753,117961,118300,118360,118054,118054,117887,118055,1
4675,1923,117902,117903,118783,117905,118036,290919,117908,1
79311,23225,117961,118300,119984,120647,311441,118398,120649,1
23921,4837,117961,118300,120026,118054,119601,117887,118055,1
23181,55982,117983,117984,117878,117879,117879,19721,117880,1
33231,53190,117961,118300,19772,118784,118785,290919,118786,1
20897,16527,91261,118026,118202,119962,168365,118205,119964,1
35864,16682,119596,119597,120026,118293,118294,118295,118296,1
25993,4909,117961,118300,118458,118834,223125,118424,118836,1
45904,2327,117961,118300,119181,128230,302830,4673,128231,1
15064,83934,138798,138799,120539,118054,132494,117887,118055,1
25442,50520,118192,118193,117895,118568,281735,19721,118570,1
73590,25444,121518,121519,117895,118568,212837,19721,118570,1
37089,1334,117961,117962,118910,119949,230830,290919,119951,1
4675,51226,117961,118327,118320,118451,118545,118453,118454,1
23096,19987,117961,118225,118403,118054,118054,117887,118055,1
79092,17058,117961,118300,118301,120344,267615,118424,120346,1
74348,21869,117961,118327,118507,118396,158043,118398,118399,1
27356,119350,117961,118386,118522,119351,123417,3130,119353,1
37456,6216,117961,126102,118328,124886,306399,118643,124888,1
74909,7971,117961,118386,119954,118259,155654,290919,118261,1
101818,1483,117961,117962,118840,118841,118842,118643,118843,1
33146,51330,117961,118300,119890,118834,149550,118424,118836,1
40669,1568,117961,118300,19772,118278,117906,290919,118279,1
36480,46477,117961,119256,148450,119778,148997,19721,119779,1
6690,3800,117961,118225,118403,118321,117906,290919,118322,1
45904,72157,118006,118007,117941,117899,117897,19721,117900,1
43140,19642,117961,118413,118481,118784,117906,290919,118786,1
76446,8074,117961,118300,119181,118321,117906,290919,118322,1
33341,16974,117961,118300,119181,118321,118448,290919,118322,1
75078,56723,118315,118316,118317,118318,168365,118205,118319,1
44722,4663,117961,118225,122298,120591,132696,119095,120593,1
42085,8229,117961,118300,28618,119351,149246,3130,119353,1
7543,156,117961,118413,121639,118784,117906,290919,118786,1
34924,5432,117961,118327,118391,118321,117906,290919,118322,1
76440,7016,117961,118300,119181,118321,117906,290919,118322,1
41636,17831,117902,117903,28618,128230,302830,4673,128231,1
39331,71189,117961,118386,121883,118318,168365,118205,118319,1
32270,46462,118290,118291,119837,120344,142386,118424,120346,1
78311,110921,117932,117933,117878,216825,121386,19721,216827,1
35528,139241,118290,132564,121014,118728,124301,118295,118730,1
35068,46610,117902,118041,118556,2.81E+05,280788,292795,1.19E+05,1
3661,2074,118441,118442,118378,119192,208460,119184,119194,1
15714,3802,118573,118574,118623,126684,127423,292795,126685,1
4675,5741,117961,118446,16232,120690,127922,290919,120692,1
38119,20496,118219,118220,117912,117879,117897,19721,117880,1
6502,34370,118074,23779,189629,179731,276543,117887,117973,1
99558,4434,117961,118052,120671,118321,118448,290919,118322,1
33146,2260,117961,118343,119598,118422,300136,118424,118425,1
75787,43398,118752,118753,119121,118274,281020,292795,118276,1
1151,311696,117902,117903,118507,120990,120991,118398,120992,1
43680,53214,118095,118096,118008,117879,117897,19721,117880,1
26929,31837,117926,117927,119569,179731,117913,117887,117973,1
6977,7346,117961,118343,123125,118259,117906,290919,118261,1
14662,56679,118079,118080,117878,117879,304519,19721,117880,1
43742,5320,118290,118291,119598,120344,260942,118424,120346,1
75338,75342,118126,118237,117895,117879,119820,19721,117880,1
3853,13828,117961,118300,118395,118890,125128,118398,118892,1
79276,1954,117961,117962,118501,120702,308462,118504,120704,1
43877,56604,118079,118080,117878,117885,118177,117887,117888,1
29122,20169,117961,118343,118609,1.25E+05,239604,118643,1.25E+05,1
43353,7553,117961,118225,118403,118321,240983,290919,118322,1
41371,59575,117916,118150,117920,127389,127390,19721,127391,1
33233,4743,119062,130600,120663,117905,117906,290919,117908,0
45349,110921,117932,117933,117878,216825,121386,19721,216827,1
74212,3889,117961,118386,121668,118321,117906,290919,118322,1
22662,53348,117961,117969,118970,118396,269406,118398,118399,1
20737,11305,117929,117930,117920,121067,124097,121069,121070,1
77307,6256,119134,119135,118437,117896,199346,117887,117898,0
33642,31851,118185,31010,117941,117879,147755,19721,117880,1
33155,56801,120864,120865,19666,1.21E+05,278014,118131,1.21E+05,1
3264,55064,126918,126919,118042,118043,118043,270488,118046,1
76873,17514,117961,118343,121747,118321,117906,290919,118322,0
25270,3113,117961,118343,119598,119433,127160,118424,119435,1
34433,3966,117961,118343,122012,117905,117906,290919,117908,1
74961,8204,117961,118052,122392,120097,174445,270488,120099,1
28149,64715,91261,118026,118317,117905,117906,290919,117908,1
68726,13441,117961,118225,122870,118207,279443,270488,118209,1
79613,25687,117961,118343,118660,118924,124941,118667,118926,1
113728,8028,117902,117903,124948,119962,168365,118205,119964,1
20299,11516,117929,117930,117884,117885,117913,117887,117888,1
44977,50015,117961,118343,119598,120344,310997,118424,120346,1
7543,7560,117961,118300,119181,118321,117906,290919,118322,1
36386,14695,118602,118603,118008,118568,125168,19721,118570,1
16333,7504,117961,118300,118783,117905,117906,290919,117908,1
34924,25243,117961,118327,120299,137969,217580,118612,137970,1
6042,5504,117961,118300,118514,117905,117906,290919,117908,1
25993,49005,126918,126919,118042,118043,118043,270488,118046,1
43597,5.98E+04,117961,118386,121961,124152,304629,118424,124154,1
16347,50793,117961,118052,120096,117905,117906,290919,117908,1
45104,46165,118887,118888,118889,118890,126250,118398,118892,1
19949,19959,117961,118327,274241,118777,131444,308574,118779,1
36306,8551,119062,119091,118514,117905,117906,290919,117908,1
78591,89315,117893,117894,117895,117896,117897,117887,117898,1
3853,20560,117876,117877,117878,117879,117879,19721,117880,1
81360,8520,117961,118386,119954,118318,140982,118205,118319,1
0,72347,117961,118413,120370,117905,117906,290919,117908,1
80768,4642,117961,118225,120551,118321,240983,290919,118322,1
79363,14857,117961,118300,121176,118777,279443,308574,118779,1
14725,14811,117961,118343,118344,120812,120812,118638,120814,1
75834,8234,117961,118300,118783,118321,117906,290919,118322,1
20284,56008,117980,118076,117912,117879,117886,19721,117880,1
15701,2078,118216,118587,117920,128093,139264,119184,128095,0
39261,2849,118887,118888,118395,120006,269406,118424,120008,1
39598,7553,117961,118225,118403,117905,117906,290919,117908,1
6977,6225,117961,118343,118437,118368,139118,117887,118486,1
16232,5987,192441,141176,16232,118321,117906,290919,118322,1
79092,7807,117961,118327,118518,118207,190710,270488,118209,1
76414,3878,117961,118327,119830,117905,117906,290919,117908,1
7543,2270,117961,118413,277693,118958,118959,118960,118961,1
43434,7583,118990,118991,118992,118321,120828,290919,118322,1
35290,15015,117961,118413,122007,118321,117906,290919,118322,1
95897,13846,117961,118052,120016,123609,118785,123611,123612,1
16033,18073,118256,118257,118623,118995,286106,292795,118997,0
15368,20382,117961,118300,124942,118784,117906,290919,118786,1
6977,4413,117961,118343,118979,117905,117906,290919,117908,1
40466,3236,117961,118327,129972,118685,311622,308574,118687,1
5906,1988,117961,118446,16232,117905,117906,290919,117908,1
33423,16643,119134,119135,118701,119587,284481,118704,119589,1
39976,23198,117961,117962,118352,120690,117906,290919,120692,1
16411,16566,117961,118327,120559,120618,304465,118643,120619,1
87831,5524,117961,118343,118514,117905,240983,290919,117908,1
32270,5016,117961,118343,121710,120789,250337,118424,120791,1
3130,3176,117961,118300,121216,119351,160003,3130,119353,1
31224,53176,117961,117969,118970,118890,311441,118398,118892,1
38392,61244,118003,118004,117878,1.18E+05,117879,19721,1.18E+05,1
43425,13812,117961,118225,118320,120690,120691,290919,120692,1
83169,16541,117961,118225,120551,118321,117906,290919,118322,1
34795,49850,117961,118413,122007,118259,210052,290919,118261,1
35055,17694,117961,118343,119598,117905,117906,290919,117908,1
79092,1614,117961,118327,120171,118777,279443,308574,118779,1
42871,5228,119596,119597,168533,120789,301124,118424,120791,0
96500,19717,117961,117962,118352,117905,240983,290919,117908,1
74154,6122,117961,118300,120026,119433,133686,118424,119435,1
27124,8686,117961,118327,119830,118321,117906,290919,118322,1
19722,17514,117961,118343,121747,118321,117906,290919,118322,1
6977,221,117961,118413,120370,118784,240983,290919,118786,1
5502,3881,117961,118343,118514,117905,117906,290919,117908,1
23181,20432,117890,117891,117878,118568,292195,19721,118570,1
34817,34612,117961,118327,118320,118641,306399,118643,118644,1
60108,46254,117961,118327,126310,118641,123881,118643,118644,1
79160,858,117961,118327,118529,122129,168451,121916,122131,1
32270,57757,117961,118343,142038,118784,121873,290919,118786,1
16439,16541,117961,118225,120551,117905,117906,290919,117908,1
38392,60825,117980,118076,117941,117885,117913,117887,117888,1
26821,1755,117961,117962,119223,150752,137949,118643,150754,1
41269,8068,117961,118386,121668,117905,117906,290919,117908,1
21446,16973,117961,118300,124942,118321,117906,290919,118322,1
34950,27,117961,118413,120370,118685,123004,308574,118687,1
40997,7067,117961,118225,118403,117905,240983,290919,117908,1
35498,15450,117916,117917,117941,117879,117886,19721,117880,1
20743,58677,118084,118085,117920,118568,122142,19721,118570,1
27010,3648,117961,118300,118631,118980,301534,118295,118982,0
25270,17244,117961,118052,120398,120006,311622,118424,120008,1
25993,4718,121785,121786,120317,118321,117906,290919,118322,1
74347,33266,117961,118300,123719,117905,240983,290919,117908,1
25098,1043,117961,118327,121589,118641,306399,118643,118644,1
38482,334,118216,118217,117884,117885,117913,117887,117888,1
28294,52314,117961,118300,118301,118980,306795,118295,118982,0
927,13441,117961,118225,119781,118207,279443,270488,118209,1
73815,29592,118315,118463,125004,118674,281445,19793,118676,1
80754,148913,118212,118213,118921,118890,311441,118398,118892,1
79008,23347,117961,118052,119408,118685,279443,308574,118687,1
34950,13844,117961,118327,121787,121122,127593,118612,121124,1
45779,4362,117961,118343,126955,118777,279443,308574,118779,1
23497,5244,117961,118343,119598,119433,133686,118424,119435,1
39883,7284,91261,118026,118202,118321,117906,290919,118322,0
6977,5456,117961,118225,118403,118321,118448,290919,118322,1
74550,7344,117961,118225,120663,123045,148730,120518,123047,1
21710,6997,117961,118343,119945,118321,117906,290919,118322,1
35444,25276,117961,118343,121747,118321,117906,290919,118322,1
15702,2069,118349,118350,117878,119192,186208,119184,119194,1
17308,4953,117961,118343,118911,1.20E+05,310997,118424,1.20E+05,1
45089,1043,117961,118327,120559,118641,132791,118643,118644,1
79092,1550,117961,118225,123173,118054,120514,117887,118055,1
16985,743,117961,118343,118437,1.18E+05,117906,290919,1.18E+05,1
16798,15784,117961,118343,128639,118777,279443,308574,118779,0
99989,28163,118315,118316,120361,117905,175154,290919,117908,1
92808,2374,117961,117962,118501,118502,134578,118504,118505,1
391,17951,117926,117927,118810,119323,119456,19793,119325,1
73451,1346,117961,118343,121747,117905,117906,290919,117908,1
32642,2498,118169,118170,118623,117946,134491,292795,117948,1
42093,4712,117961,118343,118395,123067,233714,118398,123068,1
33054,49566,118595,118596,119993,117905,117906,290919,117908,1
39323,2983,117961,118343,118700,117905,117906,290919,117908,1
20351,1088,117961,118327,119830,117905,117906,290919,117908,1
6921,4950,117961,118343,118911,118912,309291,118424,118914,1
74310,6225,117961,118343,118437,117905,117906,290919,117908,1
34924,49626,117961,118327,129972,118784,121873,290919,118786,1
3719,3077,117961,118300,120312,124194,155644,118363,124196,1
104618,49423,117961,118052,123144,118396,269406,118398,118399,1
20299,11529,117929,117940,117941,117885,117913,117887,117888,1
39262,49655,117961,118446,122550,122551,117906,118762,122552,1
42914,1942,119178,119179,117878,119192,135350,119184,119194,1
38357,21083,118106,118107,117941,117879,121445,19721,117880,1
77977,3811,120864,121013,118395,118396,269406,118398,118399,0
29058,55119,119062,119091,123125,134095,300136,118474,118475,1
18072,1328,118212,118213,118403,117905,134159,290919,117908,1
75078,3889,117961,118386,121668,126184,140840,118762,126186,1
34026,2938,117961,118413,122007,118321,118448,290919,118322,1
39333,7389,117961,118386,118746,1.19E+05,239652,118453,1.19E+05,1
34714,54248,117961,118327,120559,118641,306399,118643,118644,1
20284,13401,118953,118954,117920,124313,133508,120134,124315,0
1020,2078,118114,118115,117920,118568,125937,19721,118570,0
37732,65460,118079,118080,117878,117879,118177,19721,117880,0
80655,70078,91261,118026,118063,128422,128423,118453,128424,1
79121,13814,117961,118343,119598,119433,133686,118424,119435,1
19989,52417,117961,117962,118791,118396,300044,118398,118399,1
80671,8121,91261,118026,118746,118321,117906,290919,118322,1
37651,656,118090,118091,117912,117885,117913,117887,117888,1
75078,5269,119596,119597,120356,122067,205243,118424,122069,1
20487,2947,118212,118213,118700,117905,117906,290919,117908,1
27356,70169,117961,118386,118635,131997,167505,131999,132000,1
87083,7525,117961,118225,120551,118321,240983,290919,118322,1
4675,7229,117902,117903,127168,118321,117906,290919,118322,1
42093,7524,117961,118300,119195,1.19E+05,227378,118638,1.19E+05,1
39183,7424,5110,117954,122672,118777,306530,308574,118779,1
27356,28253,118315,118463,123089,117905,130219,290919,117908,1
1937,25813,117961,118300,119181,118841,118842,118643,118843,1
33054,16671,117961,118052,118706,118523,310608,118331,118525,1
4675,144199,118658,125100,118856,118321,125684,290919,118322,1
34581,770,117961,118300,119181,118747,130134,118453,118749,1
27295,4068,117961,118300,118458,118054,310608,117887,118055,1
42085,17598,117961,118300,118631,307024,132719,118331,118332,1
80672,51243,117961,118300,123055,120344,134311,118424,120346,1
43714,15779,117961,118300,19772,118321,117906,290919,118322,1
80808,820,117961,118300,123719,118777,279443,308574,118779,1
41385,55805,117961,118343,118856,118784,121926,290919,118786,1
1098,6993,117961,118343,118514,117905,240983,290919,117908,1
42093,49388,118887,118888,118631,118728,301534,118295,118730,1
80568,18044,117961,118386,118522,118321,117906,290919,118322,0
81295,49353,117961,117962,118910,118321,117906,290919,118322,1
40265,1475,91261,118026,118450,128093,153719,119184,128095,1
74880,26312,138798,138799,120539,118321,117906,290919,118322,1
1581,16098,117961,118327,120171,120647,240979,118398,120649,1
78150,3868,117961,118386,120096,117905,117906,290919,117908,1
31441,18417,117961,118343,119598,307024,294485,118331,118332,1
112360,34611,117961,118327,118320,118321,117906,290919,118322,1
39518,58849,117961,118327,118492,118747,125738,118453,118749,1
74799,5303,118658,119883,118635,174391,273082,119695,174393,1
27124,1043,117961,118327,121589,124886,123881,118643,124888,1
39932,2819,119062,119091,120410,118028,310589,117887,118030,1
36701,54258,117890,118102,117878,118568,292195,19721,118570,1
35343,7339,117961,118300,118360,118361,118362,118363,118364,1
42085,3970,117961,118300,118458,118054,118054,117887,118055,1
20287,31585,117975,117976,117884,117885,117913,117887,117888,1
41971,50781,91261,118026,139759,118321,117906,290919,118322,1
75834,17660,117961,118225,124380,118054,120514,117887,118055,1
42093,4950,117961,118343,119598,120344,303717,118424,120346,1
35788,124899,117961,118327,120171,118890,149216,118398,118892,1
35733,46704,91261,118026,118202,117905,117906,290919,117908,0
33642,11988,118742,118743,117941,118568,121756,19721,118570,1
43876,98939,118079,118080,117878,117885,118177,117887,117888,1
75940,7490,118349,118350,122672,130857,125539,308574,130858,1
35903,16974,117961,118300,119181,118321,118448,290919,118322,1
23921,3000,117961,118225,120551,118321,118448,290919,118322,1
41325,1903,117961,118343,118514,117905,117906,290919,117908,1
23965,131441,117961,118343,119598,119433,133686,118424,119435,1
312152,4641,117961,118343,121747,117905,117906,290919,117908,1
975,131441,117961,118343,119598,119433,133686,118424,119435,1
17308,123367,117932,117933,117878,118568,120877,19721,118570,1
16030,51138,117961,118413,119968,117905,117906,290919,117908,1
18418,5701,117961,118052,118821,118207,174445,270488,118209,1
673,2312,117902,117903,119181,128230,302830,4673,128231,1
110866,34611,117961,118327,118320,118321,117906,290919,118322,1
81510,4561,118169,118170,118575,118636,215667,118638,118639,0
37943,56022,118163,118164,117878,179731,132993,117887,117973,1
77207,51791,117961,119256,120943,118995,280788,292795,118997,1
75078,3197,117961,118386,120361,117905,117906,290919,117908,1
43877,50563,118079,118080,117878,117879,304519,19721,117880,1
4675,6982,117961,118300,118360,118054,118054,117887,118055,1
39883,17615,117961,118052,122392,120097,174445,270488,120099,1
44874,70186,117961,117969,19666,118890,202872,118398,118892,1
6977,7495,117961,118225,137996,118321,152852,290919,118322,1
22282,12456,117935,117936,117878,117885,117913,117887,117888,1
25328,1553,117961,118225,123173,119093,123174,119095,119096,1
28149,50806,117961,118446,119961,118054,118054,117887,118055,1
31990,1328,118212,118213,118403,117905,134159,290919,117908,1
80446,17514,117961,118343,121747,118321,117906,290919,118322,1
5664,46473,122532,122533,117945,280788,280788,292795,119082,1
42085,7243,117961,118343,118609,120357,125779,118424,120359,0
31825,5649,117961,118446,118684,118760,118761,118762,118763,1
17308,17264,117961,118300,118825,307024,127752,118331,118332,1
7543,3000,117961,118225,120551,117905,240983,290919,117908,1
26391,2930,117961,118343,118700,118321,117906,290919,118322,1
75834,5730,117961,118446,119598,120578,137493,118762,120580,1
13878,11988,118742,118743,117941,117879,117897,19721,117880,0
17278,2849,118887,118888,118395,118396,147037,118398,118399,1
32109,21658,118106,118107,118810,122952,305581,19793,122954,1
27348,5114,117961,118300,119890,118422,300136,118424,118425,1
34498,2694,118887,118888,118458,120344,217919,118424,120346,1
53101,4023,117961,118446,119064,117905,240983,290919,117908,1
39264,18097,119280,119281,117945,117946,130662,292795,117948,1
20293,12260,117926,118124,117884,117879,117886,19721,117880,1
73815,4403,118315,118316,129128,118636,126747,118638,118639,1
4675,7388,117961,118225,119924,118318,168365,118205,118319,1
42680,5905,117929,117930,117920,119323,123932,19793,119325,1
38704,69566,117893,117894,117895,117896,117897,117887,117898,1
6921,3267,117961,118052,121949,120097,174445,270488,120099,1
34950,794,118752,119070,120995,118274,190697,292795,118276,1
80495,4933,117961,118300,118458,118293,118302,118295,118296,1
75834,4068,117961,118300,118458,118980,301534,118295,118982,1
4675,6071,117961,118413,122007,117905,117906,290919,117908,1
45048,15781,117961,118343,118395,123067,233714,118398,123068,1
39331,17561,91261,118026,118202,118259,118260,290919,118261,1
33241,56663,117902,117903,118507,120990,261540,118398,120992,1
34026,1533,117961,117969,118800,118801,160694,19793,118803,0
4675,70243,117961,118327,118492,118451,125738,118453,118454,1
32270,3618,117961,118300,118631,118054,118054,117887,118055,0
4675,50040,117961,118327,118391,118321,117906,290919,118322,1
3264,3437,118573,118574,118042,118043,118043,270488,118046,1
39325,58719,117961,118386,119954,118318,168365,118205,118319,1
3853,6454,117961,118343,118856,118321,117906,290919,118322,1
31220,1325,117961,117962,118910,117905,240983,290919,117908,1
43262,44022,117961,117962,122215,119949,130085,290919,119951,1
23961,124899,117961,118327,120171,118890,182227,118398,118892,1
36326,17305,117961,118327,118529,118054,118054,117887,118055,1
79934,148913,118212,118213,118921,118890,305057,118398,118892,1
32270,141,117961,118225,122273,118321,117906,290919,118322,1
21307,7426,117961,118225,119238,122849,120324,119095,122850,1
40205,25276,117961,118343,121747,118321,117906,290919,118322,1
39330,4438,117961,118386,121668,118777,279443,308574,118779,1
25993,5659,117961,118300,124725,1.18E+05,117906,290919,1.18E+05,1
74881,7651,117961,118386,118746,118321,117906,290919,118322,1
74152,14800,117961,117962,118352,118784,117906,290919,118786,1
25186,6227,117961,118343,118437,118784,117906,290919,118786,1
3853,5303,118658,119883,118635,174391,273082,119695,174393,1
75078,8520,117961,118386,119954,118318,168365,118205,118319,1
45519,770,117961,118300,119181,118747,130134,118453,118749,1
80784,4272,117961,118343,120666,120773,270820,118960,120774,1
13878,14890,117935,117936,117878,117899,117899,19721,117900,1
81076,14638,117961,118052,118992,118784,120474,290919,118786,1
20351,56602,118079,118080,117878,117879,120319,19721,117880,1
26391,21009,117961,118343,149210,120097,174445,270488,120099,1
4675,3878,117961,118327,119830,118321,117906,290919,118322,1
52684,90027,117916,118150,118599,179731,123808,117887,117973,1
6104,57757,117961,118343,142038,117905,117906,290919,117908,1
278393,4909,117961,118300,118458,120497,223125,118424,120499,1
79092,69089,117961,118300,117970,179731,131312,117887,117973,1
917,4511,117961,118300,119181,118321,240983,290919,118322,1
17308,14758,117961,118225,120054,119587,132654,118704,119589,1
34983,52735,117961,118052,120356,122067,127906,118424,122069,1
6977,1249,117961,117962,118910,118368,118368,117887,118486,1
20897,15993,117961,117969,121617,131849,149815,121620,131851,1
40514,15683,117961,118300,118957,118321,117906,290919,118322,1
80809,15513,117961,118052,123144,118890,125128,118398,118892,1
16191,2017,117961,118327,121645,117905,287626,290919,117908,0
40453,17979,117910,117911,118810,118811,119759,19793,118813,1
3124,15501,117961,117969,19666,118396,133290,118398,118399,1
3853,7510,117961,118446,118684,118777,279443,308574,118779,1
81058,23280,117961,117969,6725,126264,251186,6725,126266,1
78436,311251,118181,118182,118008,117885,117886,117887,117888,1
20351,2229,117961,118225,118450,119192,135136,119184,119194,1
35790,1350,117961,118052,120096,118321,117906,290919,118322,1
80551,49802,117961,118343,118514,307024,294485,118331,118332,1
37138,4950,117961,118343,118911,118826,236735,118424,118828,1
77295,6216,117961,118327,118328,118641,306399,118643,118644,1
3057,1398,117961,118300,120722,118321,117906,290919,118322,1
17308,4155,117961,118300,118301,120006,259215,118424,120008,1
